"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140694","GO:0140694","membraneless organelle assembly","147/4700","446/18860",0.329596412556054,1.32259326400153,3.97214677022923,6.97615413611077e-05,0.00399743396938102,0.00326742491024529,"ADPRHL1/AKAP13/ALKBH5/ALMS1/ANLN/ARHGEF10/ARHGEF5/ASB2/ATXN2/ATXN2L/BCCIP/BICD1/CAPN3/CAPRIN1/CCDC57/CCDC69/CCP110/CDC20/CDS1/CDS2/CENPA/CENPF/CENPH/CEP192/CEP295/CEP44/CEP63/CEP72/CETN1/CFLAR/CHMP2A/CHMP2B/CHMP5/CHMP6/CHMP7/CIRBP/CNTROB/DAZAP2/DEUP1/DHX30/DOCK5/DYNC1H1/E2F4/EIF2A/EIF2S1/EIF5/EIF5B/EML3/FARP2/FASTKD2/FHOD3/FLII/FLNC/FUS/G3BP1/GOLGA2/GPSM2/GSN/HSF1/HSPA1A/ITGB1/KASH5/KAT2B/KIF11/KIF2A/KIF4B/KIFC1/LDB3/LIAT1/LIMD1/LSM14A/LSM14B/LZTS2/MAPRE1/MAPRE2/MAPRE3/MAPT/MEF2A/MIS12/MLH1/MRPS2/MTG1/MTG2/MYBL2/MYH10/MYOM2/NEK2/NEK6/NEK7/NGRN/NIP7/NKX2-5/NOP53/NPM1/OBSL1/PAN3/PDGFRA/PGM5/PIBF1/PLEC/PLK1/PLK4/PLS1/PPP2R1A/PRICKLE1/PRKDC/PTEN/QKI/RAB11A/RAB40C/RBM14/RCC1/RHOA/RNF213/RNF4/RPL38/RPL5/RPS15/RPS19/RPSA2/SENP6/SKA1/SMAD4/SQSTM1/SRC/SUGT1/SYT1/TMOD2/TMOD3/TNNT1/TNNT3/TNRC6A/TPM1/TPX2/TUBB/TUBGCP2/TUBGCP3/TUBGCP4/UBAP2L/UHRF1/USP10/WDR62/WDR90/WNK1/XRCC5/YTHDF2/YTHDF3",147
"GO:0048813","GO:0048813","dendrite morphogenesis","57/4700","144/18860",0.395833333333333,1.58838652482269,4.08332622853387,7.04109618629606e-05,0.00399743396938102,0.00326742491024529,"ABI2/ABITRAM/ADGRB3/ANAPC2/ARHGAP33/ARHGAP44/BAIAP2/BTBD3/CAPRIN1/CC2D1A/CDC42/CDK5R1/CHRNA7/CTNNA2/CTNND2/CUL7/CUX1/CUX2/DBN1/DPYSL5/DVL1/EFNA1/EPHB1/EPHB2/EPHB3/FARP1/IGF2BP1/ITGB1/ITPKA/KIF1A/KNDC1/LRRK2/MAPRE3/MEF2A/MINK1/NEDD4L/NLGN1/NR2E1/NUMBL/OBSL1/PAFAH1B1/PDLIM5/PHACTR1/PREX2/PTEN/RAC1/RAP2A/RAPGEF2/SDC2/SIPA1L1/SS18L1/STK11/TANC2/TAOK2/TBC1D24/TMEM106B/TRAK1",57
"GO:0048588","GO:0048588","developmental cell growth","86/4700","238/18860",0.361344537815126,1.44999106025389,4.02490686943927,7.08630269975742e-05,0.00399743396938102,0.00326742491024529,"ABL1/ANAPC2/AUTS2/BMPR2/BSG/CDH4/CLSTN3/CPNE6/CTNNB1/CTTN/CYFIP1/CYFIP2/DDR1/DISC1/DNM2/DRAXIN/DVL1/EDN3/EDNRA/EMX1/FLRT1/GAREM2/GOLGA4/GSK3A/IFRD1/IMPACT/ISLR2/ITGA4/ITGB1/KMT2D/LAMB2/LHX2/LIMK1/MACF1/MAPT/MEGF8/MEIS1/MIR199A1/MT3/NDEL1/NEDD4L/NPR2/NRP2/NTN1/OLFM1/PAFAH1B1/PAK6/PARP2/PDLIM5/PLXNA1/POU4F2/PRICKLE1/PRKCZ/PRKG1/PRKN/RGMA/RGS2/RIMS1/RIMS2/RND2/RNF157/RUFY3/SEMA3F/SEMA4F/SEMA6D/SLC23A2/SLIT2/SNX32/SORBS2/SPAG6/SSNA1/ST8SIA2/STK11/SYT1/SYT17/TMEM108/TRIM46/TRPV2/TTL/ULK1/UNC13A/VEGFA/WNT3A/WNT5A/YY1/ZFYVE27",86
"GO:0009100","GO:0009100","glycoprotein metabolic process","127/4700","377/18860",0.336870026525199,1.35178057452452,3.97496152882904,7.2751364519058e-05,0.004067638239216,0.00332480851728457,"AATF/ABCA2/ABCA7/ACER2/ADAMTS13/ADAMTS7/ALG1/ALG11/ALG6/B3GALT6/B3GNT2/B3GNT4/B3GNT5/B3GNT7/B4GALT7/BMP2/BMPR2/C1GALT1/CHPF/CHPF2/CHST12/CHST14/CHST15/CHST8/COLGALT1/CSGALNACT1/CSGALNACT2/CTNNB1/CTSL/DHDDS/DPAGT1/DSE/EDEM1/EDNRA/ENGASE/EXT2/EXTL3/FAM20B/FBXO6/FKRP/FOXL1/FUT8/GAL3ST3/GALNT1/GALNT10/GALNT11/GALNT15/GALNT16/GALNT2/GALNT6/GALNT7/GALNTL6/GANC/GCNT7/GFPT2/GLCE/GNPTG/GOLGA2/GPC1/GUSB/HEXB/HGSNAT/HIF1A/HS2ST1/HS3ST1/HS3ST2/HS3ST3A1/HS3ST4/HS6ST1/HS6ST3/HYAL1/IDUA/ITM2C/JAK3/LEP/MAN1A2/MAN1B1/MAN1C1/MAN2A2/MAN2B1/MAN2B2/MARCHF6/MGAT1/MGAT5B/MIR153-1/MIR455/MPDU1/NAGLU/NDST1/NDST3/NECAB3/OGA/OSTC/PCSK6/PLCB1/POFUT1/POMK/POMT1/PRKCSH/PXYLP1/RAB1B/RAMP1/RNF139/RNF5/RXYLT1/SLC2A10/ST3GAL3/ST3GAL4/ST3GAL6/ST6GAL1/ST6GALNAC3/ST6GALNAC4/ST6GALNAC6/ST8SIA2/STT3B/SYVN1/TCF7L2/TET2/TET3/TM9SF2/TMEM165/TMTC2/TRAK1/TRIM13/VEGFB/XXYLT1/XYLT2",127
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","40/4700","92/18860",0.434782608695652,1.74468085106383,4.12507391881431,7.52708218770281e-05,0.00417158818086898,0.00340977518124377,"ARL13B/BMP1/BMP4/BMPR1A/CHRD/CTNNB1/DISP1/DYNC2H1/FBXL15/FGF8/FOXA1/FOXG1/GLI1/GLI2/GREM1/GSC/GSX2/HHIP/HOXB2/IFT122/LHX1/LHX2/MDFI/MICOS10-NBL1/NBL1/NKX2-1/NOG/PAX7/PTCH1/SHH/SMAD2/SMAD6/SOX1/SUFU/TGIF1/TLL1/TULP3/VAX2/WDR19/WNT3A",40
"GO:0048732","GO:0048732","gland development","149/4700","454/18860",0.328193832599119,1.31696503889774,3.93854863315681,7.88643952140854e-05,0.00431531916666427,0.00352725809827475,"ABL1/AKT2/ALDH1A3/APOA1/ARF6/ARHGAP35/ARHGAP5/ARMC5/ASS1/ASXL1/ATM/ATP2C2/ATP7B/BAX/BCL11B/BCL2L11/BMP2/BMP4/BMPR1A/BSX/CAD/CAPN1/CAV1/CCND1/CDKN1B/CEBPG/CFLAR/CREB1/CRIP1/CTNNB1/DAG1/DBP/DDR1/DKK3/DNAAF1/EDNRA/EPHB3/ESR1/ETV5/FADD/FGF8/FGFR1/FKBP4/FOXA1/FOXC1/FOXF1/FOXH1/FRS2/GATA2/GATA6/GDF7/GLI1/GLI2/GPAT4/GPX1/GSX1/HIF1A/HK2/HMGA2/HOXD3/ID2/ID4/IGF2/IGF2R/INHBB/INSM1/ISL1/JAK2/JARID2/LAMA5/LBH/LMO4/LSR/MAD1L1/MDK/MET/MMP2/MYB/NAGLU/NCOA1/NCOR2/NEURL1/NF1/NFKB1/NKX2-1/NKX2-5/NOG/NOTCH1/NR5A1/NR5A2/NRG1/NRG3/NTN1/ORAI1/PBX1/PCK2/PCSK9/PDGFA/PDGFRA/PHF2/PIK3CA/PITX1/PKD1/PKD2/PLXNA1/PLXND1/PML/PPDPF/PRKCSH/PTCH1/PTF1A/RBPJ/RELA/RPS15/RPS6KA1/RREB1/RXFP1/SCRIB/SERPINF1/SHH/SLC22A4/SLC29A1/SLC7A5/SMAD3/SMAD4/SNAI2/SOCS2/SRC/SRD5A1/SRP54/SRSF1/SRSF5/STAT5A/STAT6/STK11/TBX2/TFAP2C/TGFB2/TGM2/USF2/VDR/VEGFA/WNT1/WNT10A/WNT11/WNT3A/WNT5A/ZBTB1/ZNF703",149
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","121/4700","357/18860",0.338935574229692,1.36006913403659,3.95708665113097,7.92302980900689e-05,0.00431531916666427,0.00352725809827475,"ACTB/ACTL6A/ANAPC11/ANLN/APC/APPL1/ARID1A/ARID1B/ARID2/ATAD5/ATM/BABAM1/BABAM2/BCL7A/BRSK1/BUB1B/BUB3/CCNB1/CCND1/CCND2/CCNE1/CDC14A/CDC14C/CDC16/CDC20/CDC25B/CDC6/CDC7/CDC73/CDK10/CDKN1B/CDKN2C/CENPF/CHEK1/CHFR/CPSF3/CTDSP1/CTDSPL/CUL4A/DACT1/DGKZ/DPF2/DTL/EIF4G1/FBXO31/FZR1/GEN1/GIGYF2/GPR132/GTPBP4/HASPIN/HEXIM2/ID2/INTS3/JADE1/KLF11/KMT2E/KNL1/LSM11/MAD1L1/MAD2L2/MARK3/MDM2/MEPCE/MIIP/MIR193A/MIR638/MTA3/NABP1/NABP2/NEK6/NOP53/NSMCE2/PABIR1/PBX1/PDIK1L/PKD1/PKD2/PLCB1/PLK1/PLK3/PLK5/PRKDC/PSME1/PSME2/PSME3/PSMG2/PTEN/PTENP1-AS/RAB11A/RB1/RBBP8/RBL2/RRM2/SENP2/SKA1/SMARCA2/SMARCA4/SMARCD1/SMARCD2/SPC25/SPDL1/TAOK1/TAOK2/TAOK3/TCF3/TFDP1/TICRR/TMEM14B/TMOD3/TPRA1/TRIM39/TRIP13/TTK/UBE2E2/WAC/WEE1/XRCC3/ZFYVE19/ZNF655/ZNF830",121
"GO:0032925","GO:0032925","regulation of activin receptor signaling pathway","16/4700","26/18860",0.615384615384615,2.46939443535188,4.31946952524269,8.1463115900371e-05,0.00436678920699983,0.00356932870987507,"ACVR1B/ACVR2A/ACVR2B/CSNK2B/DMRT1/FGF9/FST/FSTL3/MAGI2/NCLN/NOMO1/NOMO3/SHH/SKI/SMAD6/ZC3H3",16
"GO:0061458","GO:0061458","reproductive system development","111/4700","323/18860",0.343653250773994,1.37900006587181,3.95819744560802,8.15576331791674e-05,0.00436678920699983,0.00356932870987507,"ACE/ACVR2A/ADAM15/ADAM18/ADGRG1/AGO4/ASB1/ATM/BASP1/BAX/BCL2L11/BCL2L2/BMP4/C3/CASP2/CBL/CCND1/CDKN1B/CHD7/CRIP1/CTNNB1/DMRT1/DNAAF3/EIF2B2/EIF2B5/ESR1/FANCG/FER/FGF8/FGF9/FKBP4/FNDC3A/FOXA1/FOXC1/FOXF2/FOXO3/FRS2/FST/GATA6/GDF7/GLI1/H3-3A/HMGA2/HSD17B4/ID4/ING2/INHBB/IRX5/KIT/LEP/LFNG/LHX1/LHX9/LSM14B/MMP2/MSH4/MYOCD/NCOA1/NDUFS6/NHLH2/NIPBL/NKX2-1/NOG/NOTCH1/NPPC/NPR2/NR2F2/NR5A1/NR5A2/NTRK1/NUP107/OSR1/PDGFRA/PKD1/PLEKHA1/PLEKHA5/PTCH1/PTPRN/RAC1/RDH10/RHOBTB3/SAFB2/SCX/SERPINF1/SGPL1/SHH/SLIT2/SMAD4/SOX15/SOX8/SPO11/SRC/SRD5A1/STAT5A/STK11/TFAP2C/TGFB2/TIPARP/TLR9/TYRO3/UBB/UTF1/VEGFA/VGF/WDR19/WNT2B/WNT5A/WNT9B/ZFP42/ZFPM2/ZNF830",111
"GO:0022604","GO:0022604","regulation of cell morphogenesis","89/4700","249/18860",0.357429718875502,1.4342818080834,3.9743223481459,8.41662284446518e-05,0.00446859017910345,0.00365253884785017,"AGO4/ALDOA/ANAPC2/ARHGAP35/ARHGEF18/ARHGEF7/ATP10A/BAIAP2/BAMBI/CAPRIN1/CD44/CDC42EP2/CDC42EP4/CDC42EP5/COCH/CORO1A/CORO1B/CPNE6/CUL7/CUX1/CUX2/CYFIP1/DBN1/DMTN/DVL1/DVL3/EPHB2/EPS8/FES/FGD3/FGD4/FGD5/FMNL1/FMNL2/GNA12/HEXB/ITPKA/KANK1/KIT/LIMD1/MACF1/MAPRE3/MARK2/MKLN1/MOV10/MPL/MYH10/MYH14/MYL12B/NEDD4L/NTNG1/NTNG2/NUMBL/OBSL1/PAFAH1B1/PALM/PALM2AKAP2/PALM3/PLEKHO1/PLXNC1/PLXND1/PRKDC/PRKN/RAC1/RAC3/RASA1/RHOBTB2/RHOQ/RHOU/RIMS1/RIMS2/RNF157/RREB1/SEMA3E/SLC23A2/SPARC/SRC/SS18L1/SYT1/SYT17/TAOK2/TBC1D24/TPM1/UNC13A/VEGFA/WNT5A/WTIP/ZMYM4/ZNF135",89
"GO:1905475","GO:1905475","regulation of protein localization to membrane","67/4700","177/18860",0.378531073446328,1.51895660536122,3.99641888834575,8.86492168476321e-05,0.00466738126702783,0.00381502682328494,"ACSL3/ACTB/AKAP5/AP2M1/APPL1/ARF6/ARHGAP44/ATP2B4/ATP2C1/CACNA2D2/CLTC/CNPY4/CNST/COMMD1/CPLX1/CRIPT/CSK/DAG1/DOK7/DPP10/EPHB2/EPM2A/FARP1/FNTA/GPC1/GPC2/GPC6/GSN/HRAS/INS/ITGB1/KIF2C/LDLRAP1/LGALS3/LRP1/LYPLAL1/NKD2/NLGN2/NRXN1/OLFM1/PDPK1/PIK3CA/PKDCC/PLS1/PPFIA1/PPP2R5A/PRKCE/PRKCH/PRKN/RAB11A/RAC1/RER1/RHOQ/SHISA6/SPTBN1/SQSTM1/SSH1/STAC/STX3/STX4/TMED2/TMEM108/VPS26B/WNK1/WNT3A/ZDHHC5/ZDHHC7",67
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","144/4700","438/18860",0.328767123287671,1.31926552025648,3.89490901800688,9.39877609523426e-05,0.00487305180703992,0.00398313792928106,"ABHD17A/ABHD8/ABITRAM/ABL1/ADD1/AKAP9/ANKRD53/ARF6/ARHGAP28/ARHGEF5/ARHGEF7/ARPC2/ARPC5L/ASB2/ATM/BAG4/BAIAP2/BAX/BCL2L11/BRK1/BRSK1/CAMSAP2/CAMSAP3/CAPZA1/CAPZA2/CARMIL1/CARMIL2/CDC42/CDC42EP2/CDC42EP4/CDC42EP5/CDK5R1/CDKN1B/CLIP1/CORO1A/CPTP/CRACD/CREB1/CTTN/CYFIP1/CYFIP2/DACT1/DMTN/DNAJC6/EIF4G1/EPS8/FARP2/FER/FES/FKBP4/FLII/FNIP2/GBA1/GFAP/GIT1/GSN/H3-3A/HSF1/HSPA1A/INSM1/ISL1/JAM3/KANK1/KIRREL1/LGALS3/LMO4/LRRK2/MAPK8/MAPRE1/MAPRE3/MAPT/MARK4/MAVS/MED25/MET/MLST8/NCK1/NCK2/NCLN/NEK7/NOP53/NR1H2/NRG1/OCLN/OSBPL2/PARK7/PDE4DIP/PFN3/PIEZO1/PINK1/PLEKHG2/PPP2R5B/PRKCD/PRKCE/PRKCZ/PSMC6/PTGER4/PYCARD/RAC1/RALB/RAP1B/RASA1/RASIP1/RB1/RHOA/RNF4/RPL13A/SENP6/SEPTIN8/SH3GLB1/SKA1/SLAIN1/SLIT2/SNX9/SORL1/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SRC/SSH1/SSH3/STUB1/STX1A/STXBP1/STXBP5/SYK/SYNGR3/TBCD/TIRAP/TMOD2/TMOD3/TRAF2/TRAF3IP1/TTBK1/UBLCP1/ULK1/UNC13B/VASP/VCP/VEGFA/VPS8/ZDHHC1/ZDHHC5",144
"GO:0051960","GO:0051960","regulation of nervous system development","152/4700","466/18860",0.32618025751073,1.30888503333029,3.88980979316815,9.40981830419231e-05,0.00487305180703992,0.00398313792928106,"ABCC8/ADGRB3/AGRN/ANAPC2/ATOH1/ATXN1/B2M/BAIAP2/BMAL1/BMP2/BMPR1A/BMPR2/CAPRIN1/CBLN1/CDH4/CDK18/CHD7/CLSTN3/CTDSP1/CTNNB1/CUL7/CUX1/CUX2/DAG1/DBN1/DISC1/DLL1/DLX1/DNAJB11/DPYSL5/DRAXIN/EPHB1/EPHB2/EPHB3/ETV5/FLRT1/FLRT2/FOXG1/FZD3/GATA2/GFAP/GOLGA4/GRID2/GSX2/HES6/HES7/HEY1/HEY2/HIF1A/HMGA2/HOOK3/ID2/ID4/IFRD1/ISLR2/ITGB1/ITPKA/KCTD11/KIT/LGI4/LHX2/LIMK1/LPIN1/LRRC24/LRRN1/LRRTM1/LRTM2/MACF1/MAPRE3/MAPT/MDK/MEGF8/MME/MT3/MYB/MYCN/NEURL1/NF1/NLGN1/NLGN2/NOG/NOTCH1/NR2E1/NRXN1/NTN1/NTRK1/NTRK2/NUMBL/OBSL1/PAFAH1B1/PLXNC1/PLXND1/POU4F2/PRKCA/PRKCH/PTEN/PTPN13/PTPRZ1/QKI/RAPGEF2/RARB/RASSF10/RB1/RELA/REST/RGMA/RND2/RNF10/ROBO3/RTN4RL2/RUFY3/SEMA3F/SEMA4F/SEMA6D/SERPINF1/SHH/SKI/SKIL/SLC7A5/SLIT2/SORL1/SOX11/SOX8/SPEN/SPINT1/SRRT/SS18L1/ST8SIA2/STK11/SYNDIG1/SYNGAP1/TBC1D24/TGM2/TLR2/TMEM98/TNFRSF1B/TP73/TRAK1/TRIM32/TRIM46/TRPV2/TTBK1/UFL1/ULK1/VEGFA/WDR62/WNT3A/WNT5A/XRCC5/YAP1/YTHDF2/ZFYVE27",152
"GO:0032868","GO:0032868","response to insulin","98/4700","280/18860",0.35,1.40446808510638,3.92841221094326,9.57107670193753e-05,0.00491626525226352,0.00401845976035135,"AANAT/ABCC8/AKT2/ALAS1/AP3S1/APC/APPL1/BAIAP2/CAD/CAPN10/CAV2/CFLAR/COL1A1/CPEB2/CTSD/CUL7/DENND4C/DNAI1/EGR1/ENPP1/ERFE/FBP1/FER/FOS/GAB1/GCK/GHR/GKAP1/GSK3A/GSTP1/HADH/HDAC9/HRAS/HSD11B2/IGF1R/IGF2/INHBB/INPPL1/INS/INSIG1/INSIG2/KANK1/KAT2B/KCNQ1/KHK/LEP/LPIN1/LPIN3/MAPK14/MYO1C/NCK1/NCOA1/NDEL1/PCK2/PCSK9/PDE3B/PDK2/PDPK1/PIK3CA/PIP4K2A/PIP4K2B/PIP4K2C/POU4F2/PPARG/PRKCB/PRKCD/PRKCZ/PRKDC/PTPRE/PTPRJ/RAB10/RAB8A/RB1/RELA/RHOQ/RPS6KB1/SCAP/SIK2/SLC22A12/SLC27A4/SLC2A4/SLC39A14/SOCS3/SORL1/SRD5A1/SREBF1/SRSF5/SRSF6/STXBP3/STXBP4/TRARG1/TRIB3/TSC2/VGF/WDTC1/ZBED3/ZDHHC7/ZNF592",98
"GO:0048706","GO:0048706","embryonic skeletal system development","54/4700","136/18860",0.397058823529412,1.5933041301627,4.00059089410918,9.78056633126805e-05,0.00498335629685093,0.00407329867752131,"ACVR2A/BMI1/BMP4/COL1A1/CTNNB1/DLX1/DLX4/DLX6/DYNC2I1/EDNRA/FGF8/FGF9/FUZ/GSC/HOXA6/HOXA7/HOXB2/HOXB6/HOXB7/HOXC9/HOXD1/HOXD10/HOXD3/HYAL1/IRX5/KIAA1217/LHX1/MDFI/MEGF8/MTHFD1/MTHFD1L/MYCN/NDST1/NIPBL/NOG/OSR1/PAX7/PBX1/PDGFRA/RDH10/RUNX2/SCX/SHH/SLC2A10/SMAD2/SMAD3/SOX11/TFAP2A/TULP3/WDR19/WNT11/WNT5A/WNT9B/ZEB1",54
"GO:0060996","GO:0060996","dendritic spine development","41/4700","96/18860",0.427083333333333,1.71378546099291,4.03940347309779,0.000100290432464939,0.00500777499369675,0.00409325804619654,"ABI2/ARF4/ARF6/ARHGAP33/ARHGAP44/BAIAP2/CAPRIN1/CDC42/CDK5R1/CTNND2/CUX2/DBN1/DISC1/DVL1/EFNA1/EPHB1/EPHB2/EPHB3/FOXO6/GIT1/IQSEC1/ITPKA/KIF1A/LRRK2/MAPK6/MAPKAPK5/MAPRE3/MEF2C/NCK2/NEURL1/NLGN1/NLGN2/PAFAH1B1/PDLIM5/PTEN/RAC1/SDK1/SIPA1L1/SRGAP2/SRGAP2C/TANC2",41
"GO:0097581","GO:0097581","lamellipodium organization","40/4700","93/18860",0.43010752688172,1.72592084191261,4.04305775658247,0.000100576855214534,0.00500777499369675,0.00409325804619654,"ABI2/ABLIM1/ABLIM3/ACTR3/AKIRIN1/ARHGEF4/ARHGEF7/ARPC2/AUTS2/BRK1/CARMIL1/CARMIL2/CD44/CDC42/CORO1B/CTTN/CYFIP1/DMTN/FER/ITGB1/KANK1/KIT/NCK1/NCK2/NUP85/OCLN/PIK3CA/PLCE1/PLEKHO1/PTPRO/RAC1/RREB1/SH2B1/SLIT2/SNX1/SNX2/SPATA13/SRC/SRGAP2/WNT1",40
"GO:0030323","GO:0030323","respiratory tube development","76/4700","207/18860",0.367149758454106,1.47328605200946,3.94467443900985,0.00010068297949571,0.00500777499369675,0.00409325804619654,"ACVR2B/ADAMTSL2/AP3B1/ASXL1/ATXN1/BLOC1S6/BMP2/BMP4/BMPR1A/BMPR2/CDC42/CIC/CREB1/CRISPLD2/CTNNB1/DAG1/DNAAF1/DNAAF3/EPAS1/FGF18/FGF8/FGF9/FGFR1/FLT4/FOSL2/FOXA1/FOXF1/FOXP2/GATA6/GLI1/GLI2/HEG1/HHIP/HMGA2/HS6ST1/IL13/KLF2/LAMA5/LTBP3/MAN1A2/MME/MYCN/MYOCD/NKIRAS2/NKX2-1/NOG/NOTCH1/ODAD4/PDGFA/PDGFRA/PHF14/PKD1/PKDCC/PTK7/RBPJ/RDH10/RPL13A/RXFP1/SEC24B/SHH/SMAD2/SOX11/SREBF1/SRSF6/TBX2/TMEM38B/TP73/TRAF4/TULP3/VEGFA/WNT11/WNT2B/WNT5A/YAP1/YWHAZ/ZFPM2",76
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","64/4700","168/18860",0.380952380952381,1.52867274569402,3.96543019592099,0.000101455397149918,0.00500777499369675,0.00409325804619654,"ABL1/AKAP9/ANKRD53/APC/APC2/ARHGEF7/ATXN7/BBOF1/BICD1/BMERB1/BORA/CAMSAP2/CAMSAP3/CDK5R1/CDKN1B/CHMP2A/CHMP2B/CHMP5/CHMP6/CHMP7/CKAP2/CLIP1/CLTC/CYLD/DIXDC1/DYNC1H1/EML3/FES/FKBP4/FSD1/GIT1/GNAI1/GPSM2/GSK3A/HSPA1A/KATNB1/MAP1A/MAPRE1/MAPRE2/MAPRE3/MAPT/MARK2/MET/OCLN/PAFAH1B1/PARP3/PDE4DIP/PKD1/PLK1/RAC1/RAE1/RCC1/RHOA/RNF4/SENP6/SKA1/SLAIN1/SPAST/TACC3/TAOK1/TBCD/TPX2/TRAF3IP1/WNT3A",64
"GO:0048608","GO:0048608","reproductive structure development","109/4700","318/18860",0.342767295597484,1.37544493509969,3.89007660814984,0.000105684327684208,0.00516171158756373,0.00421908282910775,"ACE/ACVR2A/ADAM15/ADAM18/ADGRG1/AGO4/ASB1/ATM/BASP1/BAX/BCL2L11/BCL2L2/BMP4/C3/CASP2/CBL/CCND1/CDKN1B/CHD7/CRIP1/CTNNB1/DMRT1/DNAAF3/EIF2B2/EIF2B5/ESR1/FANCG/FER/FGF8/FGF9/FKBP4/FNDC3A/FOXA1/FOXC1/FOXF2/FOXO3/FRS2/FST/GATA6/GDF7/GLI1/H3-3A/HMGA2/HSD17B4/ID4/ING2/INHBB/IRX5/KIT/LEP/LFNG/LHX1/LHX9/LSM14B/MMP2/MSH4/MYOCD/NCOA1/NHLH2/NIPBL/NKX2-1/NOG/NOTCH1/NPPC/NPR2/NR2F2/NR5A1/NR5A2/NTRK1/NUP107/OSR1/PDGFRA/PKD1/PLEKHA1/PTCH1/PTPRN/RAC1/RDH10/RHOBTB3/SAFB2/SCX/SERPINF1/SGPL1/SHH/SLIT2/SMAD4/SOX15/SOX8/SPO11/SRC/SRD5A1/STAT5A/STK11/TFAP2C/TGFB2/TIPARP/TLR9/TYRO3/UBB/UTF1/VEGFA/VGF/WDR19/WNT2B/WNT5A/WNT9B/ZFP42/ZFPM2/ZNF830",109
"GO:0046835","GO:0046835","carbohydrate phosphorylation","15/4700","24/18860",0.625,2.50797872340426,4.25875960910713,0.000106208057357278,0.00516171158756373,0.00421908282910775,"EPM2A/FCSK/FGGY/GALK1/GALK2/GCK/GNPTG/HK1/HK2/KHK/NAGK/PFKFB2/PFKFB3/PFKM/POMK",15
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","113/4700","332/18860",0.340361445783133,1.36579082286593,3.87404096614882,0.000110590722034092,0.00529879539501295,0.00433113247162385,"ABL1/AKAP13/ARRB2/ATP2C1/C15orf39/CAPN3/CARD11/CARD19/CARD9/CASP7/CAV1/CC2D1A/CFLAR/CHRNA7/CTH/CUL1/CXXC5/CYLD/DDX1/DNAJA3/EDNRA/ESR1/F2R/FADD/GAPDH/GPR89A/GSTP1/HSPB1/IFIT5/IKBKB/IL1R1/INAVA/INS/IRAK4/ITCH/JMJD8/LIMS1/LURAP1/MALT1/MAP2K5/MAP3K3/MAVS/MIB2/MIER1/MIR199A1/MTDH/NAGK/NDFIP1/NEK6/NFAT5/NFKBIB/NKIRAS2/NLRX1/NOD1/NOD2/NR2C2/PDPK1/PELI2/PIAS4/PIDD1/PINK1/PLEKHG5/PPM1A/PPP5C/PRKCB/PRKCE/PRKN/PSMA6/PYCARD/RBCK1/REL/RELA/RHOA/RIPK1/RIPK2/RNF31/ROR1/SECTM1/SIRPA/SIVA1/SLC20A1/SLC44A2/SLCO3A1/SPHK2/SPI1/SQSTM1/TBK1/TERF2IP/TFG/TIRAP/TLR2/TLR9/TNFRSF10B/TNFRSF1A/TRAF2/TRAF3/TRAF4/TRAF5/TRIM13/TRIM32/TRIM39/TRIM8/UBE2I/UFL1/UNC5CL/USP10/USP20/VAPA/VEGFA/WNT5A/ZDHHC17/ZFAND6/ZMYND11",113
"GO:0003222","GO:0003222","ventricular trabecula myocardium morphogenesis","11/4700","15/18860",0.733333333333333,2.94269503546099,4.33639486549772,0.000111022728008817,0.00529879539501295,0.00433113247162385,"BMPR1A/CHD7/FOXH1/HEG1/HEY2/NKX2-5/NOTCH1/NRG1/RBPJ/TGFB2/UBE4B",11
"GO:0021543","GO:0021543","pallium development","74/4700","201/18860",0.368159203980099,1.47733672065206,3.91972251965873,0.000111544759027655,0.00529879539501295,0.00433113247162385,"ADGRG1/ATOH1/ATP2B4/BAX/BLOC1S6/BMERB1/BTBD3/CDK5R1/CTNNB1/DCLK2/DISC1/DIXDC1/DLX1/EFHC1/EIF2B5/EMX1/EMX2/FBXO45/FGF8/FOS/FOXG1/FOXP2/HIF1A/HTR6/ID4/IGF2BP1/KDM6B/KIF26A/LHX2/LYPD6/MBOAT7/MCPH1/MDGA1/MDK/NCOA1/NDEL1/NF1/NKX2-1/NOTCH2NLC/NR2E1/NR4A3/NTRK2/PAFAH1B1/PALS1/PHACTR1/PHLPP2/PLCB1/PTEN/RAC1/RAN/RHOA/RNF7/SLIT2/SRD5A1/SRGAP2/SRGAP2C/SUN1/TACC1/TACC2/TACC3/TBR1/TFAP2C/TMEM108/TMEM14B/TP73/TRAPPC9/TSKU/VPS13B/WDR62/WNT3A/XAB2/XRN2/ZIC1/ZMIZ1",74
